"ASX code","Company name","GICs industry group","Listing date","Market Cap"
"KAL","KALGOORLIE GOLD MINING LIMITED","Materials","17/11/2021",3448673
"KAM","K2 ASSET MANAGEMENT HOLDINGS LTD","Financial Services","29/11/2007",17358134
"KAR","KAROON ENERGY LTD","Energy","08/06/2004",1095733891
"KAT","KATANA CAPITAL LIMITED","Not Applic","23/12/2005",37583273
"KAU","KAISER REEF LIMITED","Materials","28/02/2020",28801048
"KBC","KEYBRIDGE CAPITAL LIMITED","Financial Services","23/12/1999",8939189
"KCC","KINCORA COPPER LIMITED","Materials","30/03/2021",10327560
"KCN","KINGSGATE CONSOLIDATED LIMITED.","Materials","21/04/1988",389205055
"KDY","KADDY LIMITED","Consumer Discretionary Distribution & Retail","04/04/2001","SUSPENDED"
"KED","KEYPATH EDUCATION INTERNATIONAL INC.","Consumer Services","02/06/2021",78099462
"KEY","KEY PETROLEUM LIMITED","Energy","26/04/2007",2951892
"KFM","KINGFISHER MINING LTD","Materials","11/12/2020",15845925
"KGD","KULA GOLD LIMITED","Materials","16/11/2010",7091026
"KGL","KGL RESOURCES LIMITED","Materials","17/03/2005",79420861
"KGN","KOGAN.COM LTD","Consumer Discretionary Distribution & Retail","07/07/2016",514906090
"KIL","KILAND LTD","Materials","08/07/2002",145145291
"KIN","KIN MINING NL","Materials","02/10/2013",32988215
"KKC","KKR CREDIT INCOME FUND","Not Applic","21/11/2019",596687680
"KKO","KINETIKO ENERGY LTD","Energy","21/07/2011",68689590
"KLI","KILLI RESOURCES LIMITED","Class Pend","10/02/2022",4290003
"KLL","KALIUM LAKES LIMITED","Materials","22/12/2016","SUSPENDED"
"KLO","KINGSLAND GLOBAL LTD","Real Estate Management & Development","11/12/2015","SUSPENDED"
"KLR","KAILI RESOURCES LIMITED","Energy","06/03/1997",1916205
"KLS","KELSIAN GROUP LIMITED","Transportation","16/10/2013",1914137890
"KMD","KMD BRANDS LIMITED","Consumer Discretionary Distribution & Retail","13/11/2009",654439904
"KME","KIP MCGRATH EDUCATION CENTRES LIMITED","Consumer Services","15/08/2003",23798943
"KNB","KOONENBERRY GOLD LIMITED","Materials","28/09/2021",4191218
"KNG","KINGSLAND MINERALS LTD","Materials","14/06/2022",16882441
"KNI","KUNIKO LIMITED","Materials","24/08/2021",29247896
"KNM","KNEOMEDIA LIMITED","Media & Entertainment","24/06/1987",7523927
"KNO","KNOSYS LIMITED","Software & Services","09/09/2015",12968322
"KOB","KOBA RESOURCES LIMITED","Materials","04/05/2022",16339583
"KOR","KORAB RESOURCES LIMITED","Materials","31/08/2005",8075100
"KOV","KORVEST LTD","Capital Goods","17/09/1970",85664539
"KP2","KORE POTASH PLC","Materials","07/11/2017",44485183
"KPG","KELLY PARTNERS GROUP HOLDINGS LIMITED","Commercial & Professional Services","21/06/2017",207450000
"KPO","KALINA POWER LIMITED","Utilities","02/08/1971",10606371
"KRM","KINGSROSE MINING LIMITED","Materials","07/12/2007",45151591
"KRR","KING RIVER RESOURCES LIMITED","Materials","21/09/2007",12428200
"KSC","K & S CORPORATION LIMITED","Transportation","25/08/1971",335280008
"KSL","KINA SECURITIES LIMITED","Banks","30/07/2015",218071284
"KSN","KINGSTON RESOURCES LIMITED","Materials","05/03/1987","SUSPENDED"
"KSS","KLEOS SPACE S.A","Commercial & Professional Services","24/08/2018","SUSPENDED"
"KTA","KRAKATOA RESOURCES LIMITED","Materials","28/12/2012",7630908
"KTG","K-TIG LIMITED","Capital Goods","01/11/2012","SUSPENDED"
"KYP","KINATICO LTD","Software & Services","08/09/2015",43423237
"KZA","KAZIA THERAPEUTICS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","01/09/1994",39905095
"KZR","KALAMAZOO RESOURCES LIMITED","Materials","16/01/2017",19213837
"L1M","LIGHTNING MINERALS LTD","Materials","22/11/2022",7510861
"LAM","LARAMIDE RESOURCES LTD","Energy","30/04/2013",115071848
"LAU","LINDSAY AUSTRALIA LIMITED","Transportation","05/07/1994",335262399
"LAW","LAWFINANCE LIMITED","Financial Services","12/05/2000","SUSPENDED"
"LBL","LASERBOND LIMITED","Capital Goods","17/12/2007",80829416
"LBT","LBT INNOVATIONS LIMITED","Health Care Equipment & Services","31/07/2006",11411257
"LCE","LONDON CITY EQUITIES LIMITED","Financial Services","06/03/1987",15522464
"LCL","LCL RESOURCES LIMITED","Materials","02/10/2007",26212047
"LCT","LIVING CELL TECHNOLOGIES LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","01/09/2004",21842028
"LCY","LEGACY IRON ORE LIMITED","Materials","08/07/2008",134543350
"LDR","LODE RESOURCES LTD","Materials","02/07/2021",16551542
"LDX","LUMOS DIAGNOSTICS HOLDINGS LIMITED","Health Care Equipment & Services","05/07/2021",3713041
"LEG","LEGEND MINING LIMITED","Materials","25/08/1995",139270905
"LEL","LITHIUM ENERGY LIMITED","Materials","19/05/2021",79808400
"LER","LEAF RESOURCES LTD","Materials","05/01/1999",28868544
"LEX","LEFROY EXPLORATION LIMITED","Materials","05/09/1991",32091600
"LFG","LIBERTY FINANCIAL GROUP","Financial Services","15/12/2020",1218253531
"LFS","LATITUDE GROUP HOLDINGS LIMITED","Financial Services","20/04/2021",1247611972
"LGI","LGI LIMITED","Utilities","04/10/2022",223383241
"LGL","LYNCH GROUP HOLDINGS LIMITED","Food, Beverage & Tobacco","06/04/2021",317371891
"LGM","LEGACY MINERALS HOLDINGS LIMITED","Materials","13/09/2021",10817582
"LGP","LITTLE GREEN PHARMA LTD","Pharmaceuticals, Biotechnology & Life Sciences","20/02/2020",47819173
"LHM","LAND & HOMES GROUP LIMITED","Real Estate Management & Development","05/10/2004",8395114
"LIC","LIFESTYLE COMMUNITIES LIMITED","Real Estate Management & Development","15/12/1998",1535767974
"LIN","LINDIAN RESOURCES LIMITED","Materials","02/03/2000",323632604
"LIO","LION ENERGY LIMITED","Energy","15/02/1972",9870032
"LIS","LI-S ENERGY LIMITED","Capital Goods","28/09/2021",163251059
"LIT","LITHIUM AUSTRALIA LIMITED","Materials","30/10/2007",36635750
"LKE","LAKE RESOURCES N.L.","Materials","29/08/2001",419621189
"LKO","LAKES BLUE ENERGY NL","Energy","05/12/1985",57825090
"LKY","LOCKSLEY RESOURCES LIMITED","Materials","08/07/2021",4410000
"LLC","LENDLEASE GROUP","Real Estate Management & Development","30/06/1962",4825254455
"LLI","LOYAL LITHIUM LIMITED","Materials","06/07/2021","SUSPENDED"
"LLL","LEO LITHIUM LIMITED","Materials","23/06/2022",1293483142
"LLO","LION ONE METALS LIMITED","Materials","07/06/2013",153652705
"LM1","LEEUWIN METALS LTD","Materials","29/03/2023",22175419
"LM8","LUNNON METALS LIMITED","Materials","16/06/2021",186638348
"LME","LIMEADE INC.","Software & Services","20/12/2019",102151980
"LMG","LATROBE MAGNESIUM LIMITED","Materials","18/12/1986",90618161
"LML","LINCOLN MINERALS LIMITED","Materials","09/03/2007",21310677
"LMLND","LINCOLN MINERALS LIMITED","Materials","09/03/2007",21310677
"LNK","LINK ADMINISTRATION HOLDINGS LIMITED","Commercial & Professional Services","27/10/2015",966981402
"LNR","LANTHANEIN RESOURCES LTD","Materials","09/04/2003",16823634
"LNU","LINIUS TECHNOLOGIES LIMITED","Software & Services","26/07/2011",11296372
"LNW","LIGHT & WONDER INC.","Consumer Services","22/05/2023",9008527792
"LOM","LUCAPA DIAMOND COMPANY LIMITED","Materials","19/12/2006",46065916
"LOT","LOTUS RESOURCES LIMITED","Materials","18/02/2009",235196858
"LOV","LOVISA HOLDINGS LIMITED","Consumer Discretionary Distribution & Retail","18/12/2014",1973323093
"LPD","LEPIDICO LTD","Materials","19/04/1994",84021469
"LPE","LOCALITY PLANNING ENERGY HOLDINGS LIMITED","Utilities","11/10/2011",8729658
"LPI","LITHIUM POWER INTERNATIONAL LIMITED","Materials","24/06/2016",191917456
"LPM","LITHIUM PLUS MINERALS LTD.","Materials","26/04/2022",29208400
"LRD","LORD RESOURCES LIMITED","Materials","07/04/2022",3706567
"LRK","LARK DISTILLING CO. LTD","Food, Beverage & Tobacco","12/11/2003",102584860
"LRL","LABYRINTH RESOURCES LIMITED","Materials","28/07/1971",8635386
"LRS","LATIN RESOURCES LIMITED","Materials","21/09/2010",657259504
"LRT","LOWELL RESOURCES FUND","Not Applic","22/03/2018",40717672
"LRV","LARVOTTO RESOURCES LIMITED","Materials","06/12/2021",10971412
"LSA","LACHLAN STAR LIMITED","Materials","28/07/1971",9233089
"LSF","L1 LONG SHORT FUND LIMITED","Not Applic","24/04/2018",1701866475
"LSR","LODESTAR MINERALS LIMITED","Materials","21/12/2007",8295288
"LSX","LION SELECTION GROUP LIMITED.","Not Applic","13/03/2013",61400587
"LTR","LIONTOWN RESOURCES LIMITED","Materials","27/12/2006",6315378920
"LV1","LIVE VERDURE LTD","Food, Beverage & Tobacco","14/12/2020",8475906
"LVE","LOVE GROUP GLOBAL LTD","Software & Services","05/12/2014",2999529
"LVH","LIVEHIRE LIMITED","Software & Services","10/06/2016",22479663
"LVT","LIVETILES LIMITED","Software & Services","17/08/1999",10473657
"LYC","LYNAS RARE EARTHS LIMITED","Materials","11/09/1986",6518032029
"LYK","LYKOS METALS LIMITED","Materials","21/10/2021",11340000
"LYL","LYCOPODIUM LIMITED","Capital Goods","17/12/2004",393428237
"LYN","LYCAON RESOURCES LTD","Materials","17/11/2021",8488438
"M24","MAMBA EXPLORATION LIMITED","Materials","05/02/2021",4268834
"M2M","MT MALCOLM MINES NL","Materials","10/09/2021",2763275
"M2R","MIRAMAR RESOURCES LIMITED","Materials","22/10/2020",3376033
"M3M","M3 MINING LIMITED","Materials","29/07/2021",6976995
"M4M","MACRO METALS LIMITED","Materials","16/01/1987",5964233
"M7T","MACH7 TECHNOLOGIES LIMITED","Health Care Equipment & Services","30/11/2005",133027606
"M8S","M8 SUSTAINABLE LIMITED","Commercial & Professional Services","11/12/2019","SUSPENDED"
"MAD","MADER GROUP LIMITED","Commercial & Professional Services","01/10/2019",990000000
"MAF","MA FINANCIAL GROUP LIMITED","Financial Services","10/04/2017",891494140
"MAG","MAGMATIC RESOURCES LIMITED","Materials","19/05/2017",23844038
"MAH","MACMAHON HOLDINGS LIMITED","Materials","01/12/1983",280148156
"MAM","MICROEQUITIES ASSET MANAGEMENT GROUP LIMITED","Financial Services","30/04/2018",77921301
"MAN","MANDRAKE RESOURCES LIMITED","Materials","29/05/1987",23351637
"MAP","MICROBA LIFE SCIENCES LIMITED","Health Care Equipment & Services","05/04/2022",99799577
"MAQ","MACQUARIE TECHNOLOGY GROUP LIMITED","Telecommunication Services","27/09/1999",1569474958
"MAT","MATSA RESOURCES LIMITED","Materials","20/04/2005",15244273
"MAU","MAGNETIC RESOURCES NL","Materials","05/04/2007",120846558
"MAUCA","MAGNETIC RESOURCES NL","Materials","05/04/2007",120846558
"MAY","MELBANA ENERGY LIMITED","Energy","27/03/1998",293207757
"MBH","MAGGIE BEER HOLDINGS LTD","Food, Beverage & Tobacco","27/08/2004",45817190
"MBK","METAL BANK LIMITED","Materials","02/03/2011",5253225
"MBX","MY FOODIE BOX LIMITED","Consumer Staples Distribution & Retail","07/01/2022",412767
"MCA","MURRAY COD AUSTRALIA LIMITED","Food, Beverage & Tobacco","30/03/2011",88061640
"MCE","MATRIX COMPOSITES & ENGINEERING LIMITED","Energy","16/11/2009",59990196
"MCL","MIGHTY CRAFT LIMITED","Consumer Services","17/12/2019",25169510
"MCM","MC MINING LIMITED","Energy","24/04/1980",53954802
"MCP","MCPHERSON'S LIMITED","Household & Personal Products","30/06/1962",64777113
"MCR","MINCOR RESOURCES NL","Materials","16/06/1997",759351429
"MCT","METALICITY LIMITED","Materials","21/12/2005",7472172
"MCX","MARINER CORPORATION LIMITED","Financial Services","20/06/1986","SUSPENDED"
"MCY","MERCURY NZ LIMITED","Utilities","10/05/2013",7918587345
"MDC","MEDLAB CLINICAL LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","14/07/2015","SUSPENDED"
"MDI","MIDDLE ISLAND RESOURCES LIMITED","Materials","16/12/2010",2815619
"MDR","MEDADVISOR LIMITED","Health Care Equipment & Services","26/05/2011",130790258
"MDX","MINDAX LIMITED","Materials","08/12/2004",122733527
"ME1","MELODIOL GLOBAL HEALTH LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","20/10/2016","--"
"MEA","MCGRATH LIMITED","Real Estate Management & Development","07/12/2015",56480130
"MEB","MEDIBIO LIMITED","Health Care Equipment & Services","29/01/2001",4547927
"MEC","MORPHIC ETHICAL EQUITIES FUND LIMITED","Financial Services","03/05/2017",51414060
"MEG","MEGADO MINERALS LTD","Materials","27/10/2020",11196045
"MEI","METEORIC RESOURCES NL","Materials","16/07/2004",389532211
"MEK","MEEKA METALS LIMITED","Materials","21/12/1999",36298704
"MEL","METGASCO LTD","Energy","23/12/2004",14894414
"MEM","MEMPHASYS LIMITED.","Pharmaceuticals, Biotechnology & Life Sciences","14/05/2007",14392806
"MEU","MARMOTA LIMITED","Energy","21/11/2007",38116821
"MEZ","MERIDIAN ENERGY LIMITED","Utilities","29/10/2013",12838350497
"MFD","MAYFIELD CHILDCARE LIMITED","Consumer Services","30/11/2016",67761931
"MFF","MFF CAPITAL INVESTMENTS LIMITED","Not Applic","19/12/2006",1497897349
"MFG","MAGELLAN FINANCIAL GROUP LIMITED","Financial Services","01/07/2004",1563942969
"MGA","METALSGROVE MINING LTD","Materials","06/07/2022",6588750
"MGF","MAGELLAN GLOBAL FUND.","Not Applic","30/11/2020",2332309930
"MGG","MOGUL GAMES GROUP LTD","Media & Entertainment","19/10/2011","SUSPENDED"
"MGH","MAAS GROUP HOLDINGS LIMITED","Capital Goods","04/12/2020",802196099
"MGL","MAGONTEC LIMITED","Materials","07/07/1983",33673533
"MGR","MIRVAC GROUP","Equity Real Estate Investment Trusts (REITs)","16/06/1999",8680892477
"MGT","MAGNETITE MINES LIMITED.","Materials","06/04/2006",30714475
"MGU","MAGNUM MINING AND EXPLORATION LIMITED","Materials","23/04/1987",16541688
"MGV","MUSGRAVE MINERALS LIMITED","Materials","29/04/2011",168494265
"MGX","MOUNT GIBSON IRON LIMITED","Materials","12/02/1976",522200313
"MHC","MANHATTAN CORPORATION LIMITED","Energy","29/01/2008",20553951
"MHI","MERCHANT HOUSE INTERNATIONAL LIMITED","Consumer Durables & Apparel","31/10/1994",4713325
"MHJ","MICHAEL HILL INTERNATIONAL LIMITED","Consumer Discretionary Distribution & Retail","07/07/2016",337923107
"MHK","METAL HAWK LIMITED.","Materials","19/11/2020",12383048
"MI6","MINERALS 260 LIMITED","Materials","12/10/2021",164970000
"MIH","MNC MEDIA INVESTMENT LTD","Media & Entertainment","13/09/2013","SUSPENDED"
"MIL","MILLENNIUM SERVICES GROUP LIMITED","Commercial & Professional Services","19/11/2015",12734080
"MIN","MINERAL RESOURCES LIMITED","Materials","28/07/2006",13500846306
"MIO","MACARTHUR MINERALS LIMITED","Materials","06/12/2019",32341430
"MIR","MIRRABOOKA INVESTMENTS LIMITED","Not Applic","28/06/2001",524901540
"MKG","MAKO GOLD LIMITED","Materials","16/04/2018",14644775
"MKL","MIGHTY KINGDOM LIMITED","Media & Entertainment","21/04/2021",8399023
"MKR","MANUKA RESOURCES LTD.","Materials","14/07/2020",29206983
"MLG","MLG OZ LIMITED","Materials","04/05/2021",83031423
"MLM","METALLICA MINERALS LIMITED","Materials","23/11/2004",22008675
"MLS","METALS AUSTRALIA LTD","Materials","23/01/1986",21217230
"MLX","METALS X LIMITED","Materials","26/08/2004",235889177
"MM1","MIDAS MINERALS LTD","Materials","07/09/2021",27064121
"MM8","MEDALLION METALS LIMITED.","Materials","22/03/2021",16374909
"MMA","MARONAN METALS LIMITED","Materials","29/04/2022",34500116
"MMC","MITRE MINING CORPORATION LIMITED","Materials","30/09/2021",13605030
"MME","MONEYME LIMITED","Financial Services","12/12/2019",63206200
"MMI","METRO MINING LIMITED","Materials","04/12/2009",82912763
"MMM","MARLEY SPOON SE","Consumer Staples Distribution & Retail","02/07/2018",39335973
"MMR","MEC RESOURCES LIMITED","Energy","29/05/2006","SUSPENDED"
"MMS","MCMILLAN SHAKESPEARE LIMITED","Commercial & Professional Services","15/03/2004",1208306466
"MNB","MINBOS RESOURCES LIMITED","Materials","18/10/2010",90992227
"MND","MONADELPHOUS GROUP LIMITED","Capital Goods","28/03/1991",1106966363
"MNS","MAGNIS ENERGY TECHNOLOGIES LTD","Materials","25/10/2005",150569750
"MOB","MOBILICOM LIMITED","Technology Hardware & Equipment","02/05/2017",10613414
"MOH","MOHO RESOURCES LIMITED","Materials","07/11/2018",2855355
"MOM","MOAB MINERALS LIMITED","Materials","15/01/1987",9450525
"MOT","METRICS INCOME OPPORTUNITIES TRUST","Not Applic","29/04/2019",531793662
"MOV","MOVE LOGISTICS GROUP LIMITED","Transportation","01/07/2022",98927360
"MOZ","MOSAIC BRANDS LIMITED","Consumer Discretionary Distribution & Retail","11/05/2000",29873245
"MP1","MEGAPORT LIMITED","Software & Services","17/12/2015",1094292845
"MPA","MAD PAWS HOLDINGS LIMITED","Consumer Services","26/03/2021",31297969
"MPG","MANY PEAKS GOLD LIMITED","Materials","16/03/2022",10379720
"MPL","MEDIBANK PRIVATE LIMITED","Insurance","25/11/2014",9859331599
"MPP","METRO PERFORMANCE GLASS LIMITED","Capital Goods","30/07/2014",22245370
"MPR","MPOWER GROUP LIMITED","Financial Services","01/01/1974",5874066
"MPX","MUSTERA PROPERTY GROUP LIMITED","Real Estate Management & Development","28/11/2014",36058783
"MQG","MACQUARIE GROUP LIMITED","Financial Services","05/11/2007",66725211578
"MQR","MARQUEE RESOURCES LIMITED","Materials","15/03/2017",15051545
"MRC","MINERAL COMMODITIES LTD","Materials","14/08/1981",38721533
"MRD","MOUNT RIDLEY MINES LIMITED","Materials","15/09/2004",15569766
"MRI","MY REWARDS INTERNATIONAL LIMITED","Commercial & Professional Services","11/02/2022",6788630
"MRL","MAYUR RESOURCES LIMITED","Materials","21/09/2017",35860941
"MRM","MMA OFFSHORE LIMITED","Energy","21/06/1999",410448604
"MRQ","MRG METALS LIMITED","Materials","08/06/2011",3971837
"MRR","MINREX RESOURCES LIMITED","Materials","11/11/2011",16273013
"MRZ","MONT ROYAL RESOURCES LIMITED","Materials","07/05/2019",9245160
"MSB","MESOBLAST LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","16/12/2004",915980428
"MSG","MCS SERVICES LIMITED","Commercial & Professional Services","17/01/2012",5158866
"MSI","MULTISTACK INTERNATIONAL LIMITED","Capital Goods","11/02/1993",1090431
"MSV","MITCHELL SERVICES LIMITED","Materials","02/08/2011",74729758
"MTB","MOUNT BURGESS MINING NL","Materials","05/09/1985",1766342
"MTC","METALSTECH LIMITED","Materials","24/02/2017",46208125
"MTH","MITHRIL RESOURCES LIMITED","Materials","18/11/2002",6737609
"MTL","MANTLE MINERALS LIMITED","Materials","11/07/2000",6147446
"MTM","MTM CRITICAL METALS LIMITED","Materials","15/07/2021",10119906
"MTO","MOTORCYCLE HOLDINGS LIMITED","Consumer Discretionary Distribution & Retail","29/04/2016",104621708
"MTS","METCASH LIMITED","Consumer Staples Distribution & Retail","08/04/2005",3630436424
"MVF","MONASH IVF GROUP LIMITED","Health Care Equipment & Services","26/06/2014",444183718
"MVL","MARVEL GOLD LIMITED","Materials","14/06/2016",9497705
"MVP","MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","15/12/2003",68181088
"MWY","MIDWAY LIMITED","Materials","08/12/2016",57641907
"MX1","MICRO-X LIMITED","Health Care Equipment & Services","22/12/2015",59152025
"MXC","MGC PHARMACEUTICALS LTD","Pharmaceuticals, Biotechnology & Life Sciences","21/12/2006",16753465
"MXI","MAXIPARTS LIMITED","Capital Goods","07/12/1994",123538628
"MXO","MOTIO LTD","Media & Entertainment","09/05/2011",9150213
"MXR","MAXIMUS RESOURCES LIMITED","Materials","26/10/2005",10528840
"MXT","METRICS MASTER INCOME TRUST","Not Applic","09/10/2017",1689155291
"MYE","METAROCK GROUP LIMITED","Materials","07/05/2010",37623903
"MYG","MAYFIELD GROUP HOLDINGS LIMITED","Capital Goods","30/10/1986",37585562
"MYR","MYER HOLDINGS LIMITED","Consumer Discretionary Distribution & Retail","02/11/2009",464022530
"MYS","MYSTATE LIMITED","Banks","10/09/2009",333167082
"MYX","MAYNE PHARMA GROUP LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","29/06/2007",346252352
"MZZ","MATADOR MINING LIMITED","Materials","08/03/2017",18921542
"N1H","N1 HOLDINGS LIMITED","Financial Services","18/03/2016",15850003
"NAB","NATIONAL AUSTRALIA BANK LIMITED","Banks","31/01/1962",80258140556
"NAC","NAOS EX-50 OPPORTUNITIES COMPANY LIMITED","Not Applic","12/11/2014",36933826
"NAE","NEW AGE EXPLORATION LIMITED","Energy","18/02/1994",7179495
"NAG","NAGAMBIE RESOURCES LIMITED","Materials","23/06/2006",20942147
"NAM","NAMOI COTTON LIMITED","Commercial & Professional Services","06/04/1998",74422989
"NAN","NANOSONICS LIMITED","Health Care Equipment & Services","17/05/2007",1405768284
"NBI","NB GLOBAL CORPORATE INCOME TRUST","Not Applic","26/09/2018",578215849
"NC1","NICO RESOURCES LIMITED","Materials","19/01/2022",44135001
"NC6","NANOLLOSE LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","18/10/2017",8188750
"NCC","NAOS EMERGING OPPORTUNITIES COMPANY LIMITED","Not Applic","26/02/2013",48148857
"NCK","NICK SCALI LIMITED","Consumer Discretionary Distribution & Retail","26/05/2004",677160000
"NCM","NEWCREST MINING LIMITED","Materials","04/06/1987",23428845178
"NCR","NUCOAL RESOURCES LIMITED","Materials","31/05/1996","SUSPENDED"
"NEC","NINE ENTERTAINMENT CO. HOLDINGS LIMITED","Media & Entertainment","06/12/2013",3257301113
"NES","NELSON RESOURCES LIMITED.","Materials","07/12/2017",2354377
"NET","NETLINKZ LIMITED","Software & Services","13/01/2011",31709255
"NEU","NEUREN PHARMACEUTICALS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","03/02/2005",1541139828
"NFL","NORFOLK METALS LIMITED","Materials","22/03/2022",4455000
"NGE","NGE CAPITAL LIMITED","Not Applic","28/12/2007",27360000
"NGI","NAVIGATOR GLOBAL INVESTMENTS LIMITED","Financial Services","28/04/2006",309488851
"NGL","NIGHTINGALE INTELLIGENT SYSTEMS INC","Capital Goods","18/11/2022",7460480
"NGS","NUTRITIONAL GROWTH SOLUTIONS LTD","Household & Personal Products","30/10/2020",1683075
"NGX","NGX LIMITED","Materials","16/06/2023",24012138
"NGY","NUENERGY GAS LIMITED","Energy","15/01/1987",42947709
"NHC","NEW HOPE CORPORATION LIMITED","Energy","16/09/2003",4314908151
"NHE","NOBLE HELIUM LIMITED","Energy","08/04/2022",58805797
"NHF","NIB HOLDINGS LIMITED","Insurance","05/11/2007",4109198393
"NIC","NICKEL INDUSTRIES LIMITED","Materials","20/08/2018",2661346400
"NIM","NIMY RESOURCES LIMITED","Materials","22/11/2021",35037572
"NIS","NICKELSEARCH LIMITED","Materials","18/10/2021",6649115
"NKL","NICKELX LIMITED","Materials","07/05/2021",5531858
"NME","NEX METALS EXPLORATION LIMITED","Materials","06/12/2007",5576380
"NML","NAVARRE MINERALS LIMITED","Materials","31/03/2011","SUSPENDED"
"NMR","NATIVE MINERAL RESOURCES HOLDINGS LIMITED","Materials","16/11/2020",3003468
"NMRN","NATIVE MINERAL RESOURCES HOLDINGS LIMITED","Materials","16/11/2020",3003468
"NMT","NEOMETALS LTD","Materials","10/07/2002",279134294
"NNG","NEXION GROUP LTD","Software & Services","18/02/2021",1903848
"NNL","NORDIC NICKEL LIMITED","Materials","01/06/2022",27077876
"NOL","NOBLEOAK LIFE LIMITED","Insurance","22/07/2021",146131459
"NOR","NORWOOD SYSTEMS LIMITED","Software & Services","27/06/1995",11993756
"NOU","NOUMI LIMITED","Food, Beverage & Tobacco","07/11/1985",18843434
"NOV","NOVATTI GROUP LIMITED","Software & Services","18/01/2016",41485426
"NOX","NOXOPHARM LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","09/08/2016",13442946
"NPM","NEWPEAK METALS LIMITED","Materials","11/04/2011",9248616
"NPR","NEWMARK PROPERTY REIT","Equity Real Estate Investment Trusts (REITs)","06/12/2021",227060371
"NRX","NORONEX LIMITED","Materials","15/11/2017",3534181
"NRZ","NEURIZER LTD","Materials","17/03/2005",65999492
"NSB","NEUROSCIENTIFIC BIOPHARMACEUTICALS LTD","Pharmaceuticals, Biotechnology & Life Sciences","27/07/2018",10616902
"NSC","NAOS SMALL CAP OPPORTUNITIES COMPANY LIMITED","Not Applic","25/03/2004",95339053
"NSM","NORTH STAWELL MINERALS LTD","Materials","24/09/2020",13213970
"NSR","NATIONAL STORAGE REIT","Equity Real Estate Investment Trusts (REITs)","19/12/2013",3101279962
"NST","NORTHERN STAR RESOURCES LTD","Materials","17/12/2003",14435068533
"NSX","NSX LIMITED","Financial Services","13/01/2005",16040665
"NTD","NATIONAL TYRE & WHEEL LIMITED","Consumer Discretionary Distribution & Retail","15/12/2017",70623595
"NTI","NEUROTECH INTERNATIONAL LIMITED","Health Care Equipment & Services","04/11/2016",30586832
"NTL","NEW TALISMAN GOLD MINES LIMITED","Materials","28/05/1987",7064473
"NTM","NT MINERALS LIMITED","Materials","22/12/1993",6405591
"NTU","NORTHERN MINERALS LIMITED","Materials","15/11/2006",167705977
"NUC","NUCHEV LIMITED","Food, Beverage & Tobacco","09/12/2019",10869756
"NUCN","NUCHEV LIMITED","Food, Beverage & Tobacco","09/12/2019",10869756
"NUF","NUFARM LIMITED","Materials","10/11/1988",1887432535
"NUH","NUHEARA LIMITED","Technology Hardware & Equipment","05/03/2010",31531181
"NVA","NOVA MINERALS LIMITED","Materials","11/06/1987",53776939
"NVU","NANOVEU LIMITED","Technology Hardware & Equipment","30/11/2018",7896944
"NVX","NOVONIX LIMITED","Technology Hardware & Equipment","02/12/2015",457693704
"NWC","NEW WORLD RESOURCES LIMITED","Materials","21/09/2005",63164761
"NWF","NEWFIELD RESOURCES LIMITED","Materials","08/06/2012",226816908
"NWH","NRW HOLDINGS LIMITED","Capital Goods","05/09/2007",1055604796
"NWL","NETWEALTH GROUP LIMITED","Financial Services","20/11/2017",3287651934
"NWM","NORWEST MINERALS LIMITED","Materials","29/11/2018",8884304
"NWS","NEWS CORPORATION..","Media & Entertainment","19/06/2013",16229315919
"NWSLV","NEWS CORPORATION..","Media & Entertainment","19/06/2013",16229315919
"NXD","NEXTED GROUP LIMITED","Consumer Services","24/08/2009",348809069
"NXG","NEXGEN ENERGY (CANADA) LTD","Energy","02/07/2021",3232485868
"NXL","NUIX LIMITED","Software & Services","04/12/2020",265111797
"NXM","NEXUS MINERALS LIMITED","Materials","23/02/2007",18225385
"NXS","NEXT SCIENCE LIMITED","Health Care Equipment & Services","18/04/2019",109542968
"NXT","NEXTDC LIMITED","Software & Services","13/12/2010",6340753923
"NYM","NARRYER METALS LIMITED","Materials","14/04/2022",4279500
"NYR","NYRADA INC.","Pharmaceuticals, Biotechnology & Life Sciences","16/01/2020",5460305
"NZK","NEW ZEALAND KING SALMON INVESTMENTS LIMITED","Food, Beverage & Tobacco","19/10/2016",102876395
"NZM","NZME LIMITED","Media & Entertainment","27/06/2016",159085276
"NZO","NEW ZEALAND OIL & GAS LIMITED","Energy","25/09/2020",75023531
"NZS","NEW ZEALAND COASTAL SEAFOODS LIMITED","Food, Beverage & Tobacco","19/06/2007",3308020
"OAK","OAKRIDGE INTERNATIONAL LIMITED","Software & Services","22/06/2007",1289676
"OAR","OAR RESOURCES LIMITED","Materials","17/12/1998",7743114
